Tytuł;Tytuł org.;Rok;Długość;Ocena;Liczba ocen;Chce zobaczyć;Ocena krytyków;Liczba ocen krytyków;Reżyser;Scenariusz;Gatunek;Kraj;Box Office;Budżet;1;2;3;4;5;6;7;8;9;10;Komentarze;Typ długości;Region
Harry Potter i więzień Azkabanu;Harry Potter and the Prisoner of Azkaban;2004;141.0;7.66792;409746;8804;7.66667;18.0;Alfonso Cuarón;Steve Kloves;Familijny;USA;250105651.0;130000000.0;3168;1304;3149;6286;15464;41671;102971;124389;55164;56180;5215;Długometrażowy;USA
Harry Potter i Czara Ognia;Harry Potter and the Goblet of Fire;2005;157.0;7.56996;405158;9348;6.875;16.0;Mike Newell;Steve Kloves;Familijny;USA;290469928.0;150000000.0;3631;1518;3627;7187;17933;45598;105749;116133;49645;54137;11818;Długometrażowy;USA
Madagaskar;Madagascar;2005;86.0;7.48158;395297;8056;6.8;10.0;Tom McGrath, Eric Darnell;Eric Darnell, Tom McGrath;Animacja;USA;193595521.0;75000000.0;1290;1122;3078;6937;17423;47550;113471;124005;46031;34390;1480;Długometrażowy;USA
Harry Potter i Insygnia Śmierci: Część II;Harry Potter and the Deathly Hallows: Part 2;2011;130.0;7.74163;348581;14435;6.29412;17.0;David Yates;Steve Kloves;Familijny;USA;381447587.0;125000000.0;1932;896;2628;4807;12484;32294;82973;109287;56341;44939;35398;Długometrażowy;USA
Charlie i fabryka czekolady;Charlie and the Chocolate Factory;2005;115.0;7.1115;344320;21082;6.16667;18.0;Tim Burton;John August;Familijny;USA;206459076.0;150000000.0;2292;2135;5879;10298;25135;55339;101577;84579;33001;24085;1978;Długometrażowy;USA
Zielona mila;The Green Mile;1999;188.0;8.62599;988989;78860;6.51852;27.0;Frank Darabont;Frank Darabont;Dramat;USA;136801374.0;60000000.0;5791;2198;4554;7679;16523;31031;85728;229270;288759;317456;10661;Długometrażowy;USA
Skazani na Shawshank;The Shawshank Redemption;1994;142.0;8.7899;907980;103591;7.90323;31.0;Frank Darabont;Frank Darabont;Dramat;USA;28767189.0;25000000.0;5529;2294;3910;6104;12237;22383;60894;178055;277126;339448;17144;Długometrażowy;USA
Requiem dla snu;Requiem for a Dream;2000;102.0;7.83368;671652;123801;7.19231;26.0;Darren Aronofsky;Darren Aronofsky, Hubert Selby Jr.;Dramat;USA;3635482.0;4500000.0;9305;4624;10364;14742;30303;49467;106606;180331;143411;122499;11968;Długometrażowy;USA
Szeregowiec Ryan;Saving Private Ryan;1998;170.0;8.10309;644962;75353;7.54545;22.0;Steven Spielberg;Robert Rodat;Dramat;USA;217049603.0;70000000.0;4333;2308;4657;8348;18144;37522;98644;195883;154781;120342;4809;Długometrażowy;USA
Ojciec chrzestny;The Godfather;1972;175.0;8.63879;537154;95151;9.17241;29.0;Francis Ford Coppola;Mario Puzo, Francis Ford Coppola;Dramat;USA;136381073.0;6000000.0;4269;1408;3085;4545;9282;17170;46715;115561;146272;188847;15928;Długometrażowy;USA
Pianista;The Pianist;2002;150.0;8.26742;594789;70499;7.48276;29.0;Roman Polański;Ronald Harwood;Dokumentalny;Francja;32572577.0;35000000.0;2218;1042;2475;4327;10163;25038;82328;197834;165313;104051;4265;Długometrażowy;Europa
Sugar Man;Searching for Sugar Man;2012;85.0;7.72721;70145;36112;7.10526;19.0;Malik Bendjelloul;Malik Bendjelloul;Dokumentalny;Szwecja;3696196.0;;186;99;391;610;1837;5512;16995;27355;13634;3526;848;Długometrażowy;Europa
Samsara;Samsara;2011;99.0;8.16574;35894;35240;6.88889;9.0;Ron Fricke;Ron Fricke, Mark Magidson;Dokumentalny;USA;2672413.0;4000000.0;205;94;264;305;765;1859;5400;11233;9637;6132;472;Długometrażowy;USA
Sól ziemi;Le sel de la terre;2014;110.0;8.31304;19777;33721;7.4;15.0;Juliano Ribeiro Salgado, Wim Wenders;David Rosier, Juliano Ribeiro Salgado;Dokumentalny;Francja;1343349.0;;95;26;81;100;281;692;2416;6600;6512;2974;91;Długometrażowy;Europa
Amy;Amy;2015;127.0;7.47062;44868;23149;6.95238;21.0;Asif Kapadia;;Dokumentalny;Wielka Brytania;8413144.0;;129;72;258;473;1443;4487;13990;17356;5262;1398;360;Długometrażowy;Europa
Tylko nie mów nikomu;Tylko nie mów nikomu;2019;121.0;7.96876;80464;9236;7.2;10.0;Tomasz Sekielski;Tomasz Sekielski;Dokumentalny;Polska;;;588;126;422;575;1661;4630;15882;31192;13883;11505;1563;Długometrażowy;Polska
Senna;Senna;2010;106.0;8.01348;35983;22920;7.5;8.0;Asif Kapadia; Manish Pandey ;Dokumentalny;Wielka Brytania;1612430.0;;172;33;114;197;545;1887;6959;13988;8563;3525;553;Długometrażowy;Europa
Baraka;Baraka;1992;96.0;8.16115;25101;25406;6.875;8.0;Ron Fricke;Constantine Nicholas;Dokumentalny;USA;1332110.0;2000000.0;146;55;121;256;523;1345;3943;7861;6474;4377;438;Długometrażowy;USA
Wyjście przez sklep z pamiątkami;Exit Through the Gift Shop;2010;87.0;7.63494;36591;19889;7.21429;14.0;Banksy;;Dokumentalny;USA;3291250.0;;90;52;215;357;1049;3140;9700;14365;6032;1591;466;Długometrażowy;USA
Walc z Baszirem;Vals im Bashir;2008;90.0;7.77459;26347;20886;8.21053;19.0;Ari Folman;Ari Folman;Dokumentalny;Izrael;2283849.0;1500000.0;201;105;202;320;786;1806;5449;9756;5637;2085;550;Długometrażowy;Pozostałe
Piękny umysł;A Beautiful Mind;2001;135.0;8.26152;499215;89033;6.875;24.0;Ron Howard;Akiva Goldsman;Dokumentalny;USA;170742341.0;58000000.0;1217;606;1509;2857;7569;20811;72451;172300;141326;78569;2565;Długometrażowy;USA
Wilk z Wall Street;The Wolf of Wall Street;2013;179.0;7.72336;450528;46504;7.94118;34.0;Martin Scorsese;Terence Winter;Dokumentalny;USA;116900694.0;100000000.0;1603;1395;4777;6204;17387;37326;97241;154184;93109;37302;8421;Długometrażowy;USA
Bogowie;Bogowie;2014;121.0;8.00137;345591;54167;7.11538;26.0;Łukasz Palkowski;Krzysztof Rak;Dokumentalny;Polska;;;417;282;761;1600;5068;17721;69369;141076;83291;26006;3766;Długometrażowy;Polska
Przerwana lekcja muzyki;Girl, Interrupted;1999;127.0;7.87451;242723;75087;6.69231;13.0;James Mangold;Anna Hamilton Phelan, James Mangold;Dokumentalny;USA;28912646.0;40000000.0;564;331;1081;2006;6054;17168;53501;90279;48575;23164;2737;Długometrażowy;USA
Jak zostać królem;The King's Speech;2010;118.0;7.77114;322631;45502;6.76;25.0;Tom Hooper;David Seidler;Dokumentalny;Wielka Brytania;138797449.0;15000000.0;458;382;1529;2546;8244;23688;77697;127815;61249;19023;4290;Długometrażowy;Europa
W pogoni za szczęściem;The Pursuit of Happyness;2006;117.0;8.06639;266078;65104;6.36364;11.0;Gabriele Muccino;Steve Conrad;Dokumentalny;USA;163566459.0;55000000.0;680;331;874;1721;4857;14740;48233;97286;66764;30592;2014;Długometrażowy;USA
Przełęcz ocalonych;Hacksaw Ridge;2016;139.0;8.14242;226446;61342;6.26087;23.0;Mel Gibson;Robert Schenkkan, Andrew Knight;Dokumentalny;USA;67209615.0;40000000.0;291;279;931;1719;4875;12477;36980;74688;64360;29846;1753;Długometrażowy;USA
WALL·E;WALL·E;2008;98.0;7.57457;293838;23858;8.5;22.0;Andrew Stanton;Andrew Stanton, Jim Reardon;Animacja;USA;223808164.0;180000000.0;2179;1570;3895;6247;13337;29055;67054;91076;49547;29878;2976;Długometrażowy;USA
Jak wytresować smoka;How to Train Your Dragon;2010;98.0;7.86576;300810;18370;7.78947;19.0;Dean DeBlois, Chris Sanders;Dean DeBlois, Chris Sanders;Animacja;USA;217581231.0;165000000.0;797;429;1238;2606;7106;23182;69048;107686;56320;32398;2972;Długometrażowy;USA
Gnijąca panna młoda;Corpse Bride;2005;76.0;7.53987;228563;34534;7.33333;18.0;Tim Burton, Mike Johnson;John August, Pamela Pettler;Animacja;Wielka Brytania;53401527.0;40000000.0;1509;954;2606;4175;10211;24071;57593;71927;33818;21699;3119;Średniometrażowy;Europa
Zwierzogród;Zootopia;2016;108.0;7.92206;259765;19612;7.83333;24.0;Byron Howard, Rich Moore;Jared Bush, Phil Johnston;Animacja;USA;341268248.0;150000000.0;330;161;536;1238;4228;16588;57843;104557;54203;20081;6585;Długometrażowy;USA
Shrek 2;Shrek 2;2004;92.0;7.42114;300981;2540;7.46667;15.0;Andrew Adamson, Kelly Asbury;David N. Weiss, Joe Stillman;Animacja;USA;441226247.0;150000000.0;658;480;1677;4467;12884;39810;95928;91615;33212;20250;1486;Długometrażowy;USA
Kraina lodu;Frozen;2013;108.0;7.52934;262069;13810;6.92308;13.0;Chris Buck, Jennifer Lee;Jennifer Lee;Animacja;USA;400953009.0;150000000.0;888;694;2246;4355;11694;29836;69734;83347;38377;20898;24362;Długometrażowy;USA
Sekretne okno;Secret Window;2004;95.0;7.09731;239102;110470;5.46154;13.0;David Koepp;David Koepp;Thriller;USA;48022900.0;40000000.0;1118;1284;4002;7321;18402;38358;70701;60698;22824;14394;1727;Długometrażowy;USA
Hannibal;Hannibal;2001;131.0;7.6308;350504;52655;5.8;20.0;Ridley Scott;David Mamet, Steven Zaillian;Thriller;USA;165092268.0;87000000.0;1600;1490;3834;6601;15054;33981;81998;113147;54169;38630;2394;Długometrażowy;USA
Zaginiona dziewczyna;Gone Girl;2014;149.0;7.78215;316840;48447;7.5;32.0;David Fincher;Gillian Flynn;Thriller;USA;167767189.0;61000000.0;441;332;1473;2328;8133;22545;72935;129592;62966;16095;4603;Długometrażowy;USA
Pachnidło: Historia mordercy;Perfume: The Story of a Murderer;2006;147.0;7.37897;320529;52901;6.5625;16.0;Tom Tykwer;Andrew Birkin, Bernd Eichinger;Dramat;Niemcy;2223293.0;60000000.0;2516;2051;5282;8048;17739;36830;80821;95575;46174;25493;4961;Długometrażowy;Europa
V jak Vendetta;V for Vendetta;2005;132.0;7.44443;293943;64698;6.8;15.0;James McTeigue;Lilly Wachowski, Lana Wachowski;Thriller;USA;70511035.0;54000000.0;2297;1942;5071;7498;16494;33120;68683;83811;45876;29151;5436;Długometrażowy;USA
Jestem Bogiem;Limitless;2011;105.0;7.5709;339920;35650;6.21429;14.0;Neil Burger;Leslie Dixon;Thriller;USA;79249455.0;27000000.0;371;403;1738;3580;12063;36136;97129;119621;50004;18875;3650;Długometrażowy;USA
Kill Bill;Kill Bill: Vol. 1;2003;111.0;7.37472;372550;26800;7.48;25.0;Quentin Tarantino;Quentin Tarantino;Thriller;USA;70099045.0;30000000.0;4701;3647;8140;10677;20988;39129;84597;106413;57447;36811;3821;Długometrażowy;USA
To nie jest kraj dla starych ludzi;No Country for Old Men;2007;122.0;7.58815;235467;73574;8.07407;27.0;Joel Coen, Ethan Coen;Ethan Coen, Joel Coen;Dramat;USA;74283625.0;25000000.0;1369;1028;2863;4078;10057;20857;54341;81845;42430;16599;6183;Długometrażowy;USA
Labirynt;Prisoners;2013;153.0;7.88532;250064;57156;7.33333;27.0;Denis Villeneuve;Aaron Guzikowski;Thriller;USA;61002302.0;46000000.0;215;122;586;1008;4330;14176;55243;110005;51652;12727;4811;Długometrażowy;USA
Deadpool;Deadpool;2016;108.0;7.55401;342033;26712;5.53571;28.0;Tim Miller;Rhett Reese, Paul Wernick;Komedia;USA;363070709.0;58000000.0;1783;1513;4774;6731;16481;36425;79649;103016;61569;30092;5871;Długometrażowy;USA
Iron Man;Iron Man;2008;126.0;7.62096;373067;16672;6.8;20.0;Jon Favreau;Hawk Ostby, Mark Fergus;Akcja;USA;319034126.0;140000000.0;1300;924;2573;4924;12387;36572;101441;128494;51361;33091;2963;Długometrażowy;USA
Batman - Początek;Batman Begins;2005;140.0;7.5541;355001;23960;7.22727;22.0;Christopher Nolan;Christopher Nolan, David S. Goyer;Akcja;USA;206863479.0;150000000.0;1467;1169;2813;5318;12934;35082;99095;122662;46536;27925;5066;Długometrażowy;USA
Igrzyska śmierci;The Hunger Games;2012;142.0;7.16548;360925;17815;6.31579;19.0;Gary Ross;Gary Ross, Billy Ray;Akcja;USA;408010692.0;78000000.0;1776;1709;6326;9835;24850;54241;107065;95147;37399;22577;14943;Długometrażowy;USA
Piąty element;The Fifth Element;1997;126.0;7.4126;306322;34642;6.72222;18.0;Luc Besson;Luc Besson, Robert Mark Kamen;Akcja;Francja;63820180.0;93000000.0;1126;1189;3477;6852;17063;39281;83105;88365;38995;26869;1291;Długometrażowy;Europa
Mroczny Rycerz powstaje;The Dark Knight Rises;2012;165.0;7.72588;305797;29022;6.30769;26.0;Christopher Nolan;Jonathan Nolan, Christopher Nolan;Akcja;USA;448149584.0;250000000.0;925;612;2240;3523;10251;26014;72176;108684;56173;25199;44055;Długometrażowy;USA
Avengers;The Avengers;2012;142.0;7.46402;322376;21611;6.58333;24.0;Joss Whedon;Joss Whedon;Akcja;USA;623357910.0;220000000.0;1274;1160;3682;6290;16031;38261;86471;98192;44282;26733;24201;Długometrażowy;USA
Powrót do przyszłości;Back to the Future;1985;116.0;7.44234;336392;18851;8.21739;23.0;Robert Zemeckis;Bob Gale, Robert Zemeckis;Komedia;USA;211406762.0;19000000.0;2800;2432;5850;9681;18352;38701;79660;91808;47524;39584;2716;Długometrażowy;USA
500 dni miłości;(500) Days of Summer;2009;95.0;7.12717;147792;31750;7.42105;19.0;Marc Webb;Scott Neustadter, Michael H. Weber;Dramat;USA;32391374.0;7500000.0;461;512;2046;3562;10346;23092;46387;41598;14187;5601;2307;Długometrażowy;USA
Vanilla Sky;Vanilla Sky;2001;135.0;7.25582;136332;33731;5.66667;9.0;Cameron Crowe;Alejandro Amenábar, Cameron Crowe;Thriller;USA;100618344.0;68000000.0;765;709;2062;3342;8129;18106;39304;39821;16454;7640;1939;Długometrażowy;USA
Piękna i Bestia;Beauty and the Beast;2017;129.0;7.20009;139069;27787;5.25;16.0;Bill Condon;Stephen Chbosky, Evan Spiliotopoulos;;USA;504481165.0;160000000.0;375;359;1412;2840;9131;22308;43581;38270;14039;6754;1779;Długometrażowy;USA
Kochankowie z Księżyca. Moonrise Kingdom;Moonrise Kingdom;2012;94.0;7.49899;95418;39623;7.82143;28.0;Wes Anderson;Wes Anderson, Roman Coppola;Dramat;USA;45512466.0;16000000.0;341;309;1175;1536;4305;9612;24152;33750;15730;4508;1283;Długometrażowy;USA
Lepiej być nie może;As Good as It Gets;1997;139.0;7.51755;115014;35853;7.53333;15.0;James L. Brooks;James L. Brooks, Mark Andrus;Dramat;USA;148478011.0;50000000.0;288;275;751;1480;4132;12408;33697;40085;15035;6863;720;Długometrażowy;USA
"Saga ""Zmierzch"": Księżyc w nowiu";The Twilight Saga: New Moon;2009;130.0;5.50119;172253;8102;2.75;8.0;Chris Weitz;Melissa Rosenberg;Thriller;USA;297816253.0;50000000.0;11082;8939;16829;19495;27824;29110;25407;15269;6591;11707;47123;Długometrażowy;USA
Uwierz w ducha;Ghost;1990;128.0;7.33845;161284;14395;6.8;10.0;Jerry Zucker;Bruce Joel Rubin;Dramat;USA;217631306.0;22000000.0;399;401;1454;3184;8434;22506;49238;47698;17880;10090;841;Długometrażowy;USA
Miłość i inne używki;Love & Other Drugs;2010;112.0;6.77995;126753;26148;4.625;8.0;Edward Zwick;Charles Randolph, Marshall Herskovitz;Dramat;USA;32367005.0;30000000.0;267;411;1892;3845;11500;28747;45663;25049;6571;2808;1013;Długometrażowy;USA
Tylko kochankowie przeżyją;Only Lovers Left Alive;2013;122.0;7.22725;72127;41267;6.875;24.0;Jim Jarmusch;Jim Jarmusch;Thriller;USA;1879534.0;7000000.0;516;566;1814;2146;5144;8853;17708;20180;10628;4572;1428;Długometrażowy;USA
"Saga ""Zmierzch"": Zaćmienie";The Twilight Saga: Eclipse;2010;124.0;5.71476;157611;9322;4.125;8.0;David Slade;Melissa Rosenberg;Thriller;USA;300531751.0;68000000.0;8894;6687;13237;15818;24476;28500;26080;16350;6972;10597;22315;Długometrażowy;USA
Piraci z Karaibów: Na krańcu świata;Pirates of the Caribbean: At World's End;2007;169.0;7.70266;387730;13067;6.25;12.0;Gore Verbinski;Ted Elliott, Terry Rossio;Fantasy;USA;309420425.0;300000000.0;1222;726;2619;5290;13691;37313;97756;127836;57221;44056;20809;Długometrażowy;USA
Zjawa;The Revenant;2015;156.0;7.18543;259958;52555;5.85714;28.0;Alejandro González Iñárritu;Alejandro González Iñárritu, Mark L. Smith;Dramat;USA;183637894.0;135000000.0;777;845;3859;5556;17950;37702;78352;76166;29621;9130;4354;Długometrażowy;USA
Hobbit: Pustkowie Smauga;The Hobbit: The Desolation of Smaug;2013;161.0;7.58894;317751;23324;6.4375;16.0;Peter Jackson;Guillermo del Toro, Peter Jackson;Fantasy;USA;258387334.0;;1187;855;2872;4853;13628;32622;81114;104162;49077;27381;59245;Długometrażowy;USA
Sherlock Holmes: Gra cieni;Sherlock Holmes: A Game of Shadows;2011;129.0;7.60333;274049;31186;6.11111;18.0;Guy Ritchie;Michele Mulroney, Kieran Mulroney;Akcja;USA;186848418.0;125000000.0;437;445;1960;3278;10327;27451;73563;96228;41341;19019;4084;Długometrażowy;USA
Piraci z Karaibów: Na nieznanych wodach;Pirates of the Caribbean: On Stranger Tides;2011;137.0;7.36193;300550;20377;5.71429;14.0;Rob Marshall;Terry Rossio, Ted Elliott;Fantasy;USA;241071802.0;250000000.0;744;779;3202;5974;17722;41072;88815;84581;33181;24480;9632;Długometrażowy;USA
Pancernik Potiomkin;Bronenosets Potyomkin;1925;75.0;7.47696;10462;7897;7.70588;17.0;Siergiej Eisenstein;Siergiej Eisenstein, Nina Agadzhanova;Dramat;ZSRR;51198.0;;148;55;109;203;440;1043;2753;3297;1418;996;271;Średniometrażowy;Europa
Gorączka złota;The Gold Rush;1925;95.0;7.82463;11815;7341;7.5;12.0;Charlie Chaplin;Charlie Chaplin;Komedia;USA;5450000.0;923000.0;151;40;67;116;287;802;2536;4241;2125;1450;94;Długometrażowy;USA
Furman śmierci;Körkarlen;1921;93.0;7.82423;4392;7732;8.0;9.0;Victor Sjöström;Victor Sjöström;Dramat;Szwecja;;;66;12;21;38;95;283;958;1571;868;480;122;Długometrażowy;Europa
Śnieżka;Blancanieves;2012;104.0;7.46524;4473;7220;6.57143;7.0;Pablo Berger;Pablo Berger;Dramat;Hiszpania;279735.0;;39;16;53;77;209;445;1172;1499;687;276;174;Długometrażowy;Europa
Czarownice;Häxan;1922;87.0;7.75872;3958;6415;8.0;7.0;Benjamin Christensen;Benjamin Christensen;Dokumentalny;Szwecja;;;12;15;33;59;86;294;887;1534;723;315;85;Długometrażowy;Europa
Generał;The General;1926;78.0;7.91617;6060;5492;8.23077;13.0;Buster Keaton, Clyde Bruckman;Buster Keaton, Clyde Bruckman;Komedia;USA;;;35;16;34;53;122;379;1238;2274;1241;668;166;Średniometrażowy;USA
Wschód słońca;Sunrise: A Song of Two Humans;1927;95.0;7.75853;3781;5254;8.13333;15.0;F.W. Murnau;Carl Mayer;Dramat;USA;;;55;16;24;33;105;300;839;1280;684;445;72;Długometrażowy;USA
Zew Cthulhu;The Call of Cthulhu;2005;47.0;7.22936;3754;4546;7.33333;3.0;Andrew Leman;Sean Branney;Thriller;USA;;;28;17;91;99;219;486;1022;1098;481;213;161;Średniometrażowy;USA
Zmęczona śmierć;Der müde Tod;1921;105.0;7.8811;2624;4244;7.44444;9.0;Fritz Lang;Fritz Lang, Thea von Harbou;Fantasy;Niemcy;;;13;5;12;11;58;194;581;988;468;294;58;Długometrażowy;Europa
Portier z hotelu Atlantic;Der letzte Mann;1924;73.0;7.66805;3615;3595;8.15385;13.0;F.W. Murnau;Carl Mayer;Dramat;Niemcy;;;36;14;30;27;91;316;875;1342;594;290;55;Średniometrażowy;Europa
Tajemnica Brokeback Mountain;Brokeback Mountain;2005;134.0;7.34836;190764;39897;7.90909;22.0;Ang Lee;Diana Ossana, Larry McMurtry;Dramat;USA;83043761.0;14000000.0;3858;1333;2901;4021;9537;20077;47851;59111;26250;15825;20737;Długometrażowy;USA
Śniadanie u Tiffany'ego;Breakfast at Tiffany's;1961;115.0;7.76781;154919;49308;7.21053;19.0;Blake Edwards;George Axelrod;Dramat;USA;9551904.0;2500000.0;564;387;1281;2055;5488;13575;35131;50759;27689;17990;1393;Długometrażowy;USA
Jeden dzień;One Day;2011;108.0;7.49446;167137;40467;4.5;8.0;Lone Scherfig;David Nicholls;Dramat;USA;13843771.0;15000000.0;427;356;1490;2640;7902;19270;44947;55217;23943;10945;1831;Długometrażowy;USA
Szkoła uczuć;A Walk to Remember;2002;101.0;7.46933;234024;18783;3.75;8.0;Adam Shankman;Karen Janszen;Dramat;USA;41281092.0;11800000.0;2833;2042;4685;7026;13708;26283;48883;60533;34066;33965;5905;Długometrażowy;USA
Wyznania gejszy;Memoirs of a Geisha;2005;145.0;7.64609;184875;38208;5.66667;9.0;Rob Marshall;Robin Swicord, Doug Wright;Dramat;USA;57490508.0;85000000.0;639;549;1431;2665;7001;17949;45488;63430;28904;16819;1794;Długometrażowy;USA
Droga do szczęścia;Revolutionary Road;2008;119.0;7.20504;127215;58844;7.45455;22.0;Sam Mendes;Justin Haythe;Dramat;USA;22911480.0;35000000.0;932;668;1877;3094;7816;16666;38115;38301;13435;6311;2568;Długometrażowy;USA
Zanim się pojawiłeś;Me Before You;2016;110.0;7.47794;182592;32541;4.83333;6.0;Thea Sharrock;Jojo Moyes;Dramat;USA;56245075.0;20000000.0;683;770;2304;3879;9991;22288;44618;53650;28538;15871;1561;Długometrażowy;USA
Duma i uprzedzenie;Pride & Prejudice;2005;127.0;7.66622;166048;39742;7.0;12.0;Joe Wright;Deborah Moggach;Dramat;Wielka Brytania;38405088.0;28000000.0;789;486;1448;2502;6551;16367;40704;52662;25723;18816;4809;Długometrażowy;Europa
Wiek Adaline;The Age of Adaline;2015;110.0;7.24505;171779;32619;5.25;8.0;Lee Toland Krieger;J. Mills Goodloe, Salvador Paskowitz;Dramat;USA;42629776.0;25000000.0;266;461;1953;3603;10757;25743;52593;49139;19057;8207;664;Długometrażowy;USA
Charlie;The Perks of Being a Wallflower;2012;103.0;7.55053;142230;41506;7.23077;13.0;Stephen Chbosky;Stephen Chbosky;Dramat;USA;17742948.0;13000000.0;256;267;1047;1984;6107;15889;37942;47855;21088;9795;2307;Długometrażowy;USA
American Gangster;American Gangster;2007;157.0;7.79529;199806;67332;6.68182;22.0;Ridley Scott;Steven Zaillian;Dokumentalny;USA;130164645.0;100000000.0;594;495;1243;2317;5625;14980;45021;74648;36202;18681;1943;Długometrażowy;USA
Zodiak;Zodiac;2007;158.0;7.17424;211255;55335;7.28;25.0;David Fincher;James Vanderbilt;Dramat;USA;33080084.0;65000000.0;855;809;2293;4083;11448;29524;74069;63219;18259;6696;2641;Długometrażowy;USA
Sędzia;The Judge;2014;141.0;7.60321;163474;48928;5.6;10.0;David Dobkin;Nick Schenk, Bill Dubuque;Dramat;USA;47119388.0;50000000.0;94;115;625;1225;4776;15152;46795;64998;23453;6241;715;Długometrażowy;USA
Dom zły;Dom zły;2009;106.0;7.39441;178121;48103;7.33333;24.0;Wojciech Smarzowski;Wojciech Smarzowski, Łukasz Kośmicki;Dramat;Polska;;;1973;1520;3329;4251;8850;16664;42269;59450;28771;11044;4102;Długometrażowy;Polska
Pewnego razu... w Hollywood;Once Upon a Time ... in Hollywood;2019;161.0;7.25165;188295;33974;7.80952;42.0;Quentin Tarantino;Quentin Tarantino;Dramat;USA;142502728.0;90000000.0;862;718;2793;3655;11545;24856;54209;59562;23617;6478;2961;Długometrażowy;USA
21 gramów;21 Grams;2003;124.0;7.62654;144634;56284;6.65;20.0;Alejandro González Iñárritu;Guillermo Arriaga;Akcja;USA;16290476.0;20000000.0;828;515;1308;2291;5583;13774;35298;48544;22816;13677;1366;Długometrażowy;USA
Drogówka;Drogówka;2013;118.0;7.08491;203172;27725;6.79167;24.0;Wojciech Smarzowski;Wojciech Smarzowski;Akcja;Polska;;;1756;1369;4129;5119;13312;27833;60466;62934;20734;5520;7157;Długometrażowy;Polska
Imię róży;Der Name der Rose;1986;130.0;7.74583;173253;38401;7.47059;17.0;Jean-Jacques Annaud;Jean-Jacques Annaud, Howard Franklin;Akcja;Francja;7153487.0;17000000.0;1123;622;1418;2259;5598;13357;38501;61767;31523;17085;2187;Długometrażowy;Europa
The Maker;The Maker;2011;6.0;7.88754;33470;12283;8.0;1.0;Christopher Kezelos;Christopher Kezelos;Animacja;Australia;;;84;39;109;218;685;2178;7266;13316;6998;2577;127;Krótkometrażowy;Pozostałe
Pingwiny z Madagaskaru: Misja Świąteczna;The Madagascar Penguins in a Christmas Caper;2005;11.0;7.56551;54972;5606;6.5;4.0;Gary Trousdale;Michael Lachance;Animacja;USA;;;406;119;349;787;2197;6438;14361;17230;7778;5307;239;Krótkometrażowy;USA
Fanatyk;Fanatyk;2017;33.0;6.84854;42763;4896;5.38462;13.0;Michał Tylka;Michał Tylka, Jan Stola;Dramat;Polska;;;173;129;530;1045;3373;9470;15914;8802;2106;1221;234;Krótkometrażowy;Polska
Mocna kawa wcale nie jest taka zła;Mocna kawa wcale nie jest taka zła;2014;48.0;7.75995;22270;11386;7.0;4.0;Aleksander Pietrzak;Aleksander Pietrzak;;Polska;;;28;15;60;115;406;1524;5669;9712;3847;894;85;Średniometrażowy;Polska
Zaburzenie częściowe;Partly Cloudy;2009;6.0;7.71539;31447;5815;6.83333;6.0;Peter Sohn;Peter Sohn;Animacja;USA;;;73;30;123;291;785;2806;7911;12022;5414;1992;134;Krótkometrażowy;USA
Jaga;Jaga;2016;13.0;7.46076;38037;2951;4.33333;3.0;Tomasz Bagiński;Błażej Dzikowski;Fantasy;Polska;;;113;85;289;512;1499;4461;11401;12696;4859;2122;81;Krótkometrażowy;Polska
Jak działa jamniczek;Jak działa jamniczek;1971;8.0;7.40977;31803;5063;7.5;8.0;Julian Józef Antonisz;Julian Józef Antonisz, Danuta Zadrzyńska-Antoniszczak;Animacja;Polska;;;825;439;710;810;1562;2860;6361;8792;5693;3751;428;Krótkometrażowy;Polska
